State,County,"MCO Name","Service Category","Number of Active Patients","Number of Eligible MCO Patients","Number of Providers","Percent Of Eligible Patients Receiving Services","Number of Services per Active Patient","Number of Active Patients per Provider","Calendar Year","Plan Category"
"New Mexico",Torrance,Bcbs,"Pediatric Dental",652,"1,251",1,52.12%,11,652:01:00,2023,Comprehensive MCO
"New Mexico",Torrance,"Western Sky Community Care","Pediatric Dental",135,409,1,33.01%,5,135:01:00,2024,Comprehensive MCO
"New Mexico",Torrance,"United Healthcare","Pediatric Dental",46,291,1,15.81%,7,46:01:00,2024,Comprehensive MCO
"New Mexico",Torrance,"Presbyterian Hp","Pediatric Dental","1,508","3,003",1,50.22%,7,1508:01:00,2024,Comprehensive MCO
"New Mexico",Torrance,Molina,"Pediatric Dental",70,303,1,23.10%,7,70:01:00,2024,Comprehensive MCO
"New Mexico",Torrance,Bcbs,"Pediatric Dental",911,"1,848",1,49.30%,9,911:01:00,2024,Comprehensive MCO
"New Mexico",Union,"Western Sky Community Care","Pediatric Dental",*,*,0,26.67%,4,*,2020,Comprehensive MCO
"New Mexico",Union,"Presbyterian Hp","Pediatric Dental",39,83,0,46.99%,8,0,2020,Comprehensive MCO
"New Mexico",Union,Bcbs,"Pediatric Dental",*,*,0,41.82%,7,*,2020,Comprehensive MCO
"New Mexico",Union,"Western Sky Community Care","Pediatric Dental",*,*,0,47.62%,5,*,2021,Comprehensive MCO
"New Mexico",Union,"Presbyterian Hp","Pediatric Dental",42,86,0,48.84%,8,0,2021,Comprehensive MCO
"New Mexico",Union,Bcbs,"Pediatric Dental",*,*,0,42.11%,13,*,2021,Comprehensive MCO
"New Mexico",Union,"Western Sky Community Care","Pediatric Dental",*,*,0,53.85%,8,*,2022,Comprehensive MCO
"New Mexico",Union,"Presbyterian Hp","Pediatric Dental",60,100,0,60.00%,7,0,2022,Comprehensive MCO
"New Mexico",Union,Bcbs,"Pediatric Dental",*,*,0,30.00%,8,*,2022,Comprehensive MCO
"New Mexico",Union,"Western Sky Community Care","Pediatric Dental",18,37,0,48.65%,8,0,2023,Comprehensive MCO
"New Mexico",Union,"Presbyterian Hp","Pediatric Dental",81,128,0,63.28%,10,0,2023,Comprehensive MCO
"New Mexico",Union,Bcbs,"Pediatric Dental",23,63,0,36.51%,8,0,2023,Comprehensive MCO
"New Mexico",Union,"Western Sky Community Care","Pediatric Dental",*,*,0,44.12%,7,*,2024,Comprehensive MCO
"New Mexico",Union,"United Healthcare","Pediatric Dental",*,*,0,11.11%,5,*,2024,Comprehensive MCO
"New Mexico",Union,"Presbyterian Hp","Pediatric Dental",140,224,0,62.50%,10,0,2024,Comprehensive MCO
"New Mexico",Union,Molina,"Pediatric Dental",*,*,0,27.27%,6,*,2024,Comprehensive MCO
"New Mexico",Union,Bcbs,"Pediatric Dental",38,76,0,50.00%,8,0,2024,Comprehensive MCO
"New Mexico",Valencia,"Western Sky Community Care","Pediatric Dental",200,464,6,43.10%,8,34:01:00,2020,Comprehensive MCO
"New Mexico",Valencia,"Presbyterian Hp","Pediatric Dental","2,087","4,047",8,51.57%,8,261:01:00,2020,Comprehensive MCO
"New Mexico",Valencia,Bcbs,"Pediatric Dental",820,"1,666",8,49.22%,8,103:01:00,2020,Comprehensive MCO
"New Mexico",Valencia,"Western Sky Community Care","Pediatric Dental",293,546,5,53.66%,8,59:01:00,2021,Comprehensive MCO
"New Mexico",Valencia,"Presbyterian Hp","Pediatric Dental","2,657","4,733",7,56.14%,8,380:01:00,2021,Comprehensive MCO
"New Mexico",Valencia,Bcbs,"Pediatric Dental","1,075","1,964",7,54.74%,9,154:01:00,2021,Comprehensive MCO
"New Mexico",Valencia,"Western Sky Community Care","Pediatric Dental",356,686,5,51.90%,7,72:01:00,2022,Comprehensive MCO
"New Mexico",Valencia,"Presbyterian Hp","Pediatric Dental","3,398","5,658",9,60.06%,8,378:01:00,2022,Comprehensive MCO
"New Mexico",Valencia,Bcbs,"Pediatric Dental","1,448","2,523",9,57.39%,8,161:01:00,2022,Comprehensive MCO
"New Mexico",Valencia,"Western Sky Community Care","Pediatric Dental",438,953,5,45.96%,8,88:01:00,2023,Comprehensive MCO
"New Mexico",Valencia,"Presbyterian Hp","Pediatric Dental","4,304","7,135",10,60.32%,9,431:01:00,2023,Comprehensive MCO
"New Mexico",Valencia,Bcbs,"Pediatric Dental","1,935","3,335",9,58.02%,10,215:01:00,2023,Comprehensive MCO
"New Mexico",Valencia,"Western Sky Community Care","Pediatric Dental",465,"1,225",4,37.96%,6,117:01:00,2024,Comprehensive MCO
"New Mexico",Valencia,"United Healthcare","Pediatric Dental",218,788,5,27.66%,6,44:01:00,2024,Comprehensive MCO
"New Mexico",Valencia,"Presbyterian Hp","Pediatric Dental","5,805","9,741",9,59.59%,9,645:01:00,2024,Comprehensive MCO
"New Mexico",Valencia,Molina,"Pediatric Dental",228,877,5,26.00%,7,46:01:00,2024,Comprehensive MCO
"New Mexico",Valencia,Bcbs,"Pediatric Dental","2,724","4,706",9,57.88%,10,303:01:00,2024,Comprehensive MCO
"New Mexico",Bernalillo,"Western Sky Community Care","Prenatal Ob/Gyn",115,"2,119",222,5.43%,8,1:02,2020,Comprehensive MCO
"New Mexico",Bernalillo,"Presbyterian Hp","Prenatal Ob/Gyn",816,"12,028",240,6.78%,10,4:01,2020,Comprehensive MCO
"New Mexico",Bernalillo,Bcbs,"Prenatal Ob/Gyn",618,"8,085",229,7.64%,8,3:01,2020,Comprehensive MCO
"New Mexico",Bernalillo,"Western Sky Community Care","Prenatal Ob/Gyn",170,"2,623",211,6.48%,10,1:02,2021,Comprehensive MCO
"New Mexico",Bernalillo,"Presbyterian Hp","Prenatal Ob/Gyn",979,"14,831",239,6.60%,13,5:01,2021,Comprehensive MCO
"New Mexico",Bernalillo,Bcbs,"Prenatal Ob/Gyn",658,"9,971",233,6.60%,7,3:01,2021,Comprehensive MCO
"New Mexico",Bernalillo,"Western Sky Community Care","Prenatal Ob/Gyn",214,"3,393",226,6.31%,9,1:02,2022,Comprehensive MCO
"New Mexico",Bernalillo,"Presbyterian Hp","Prenatal Ob/Gyn","1,226","18,794",260,6.52%,11,5:01,2022,Comprehensive MCO
"New Mexico",Bernalillo,Bcbs,"Prenatal Ob/Gyn",809,"12,613",245,6.41%,8,4:01,2022,Comprehensive MCO
"New Mexico",Bernalillo,"Western Sky Community Care","Prenatal Ob/Gyn",263,"4,999",237,5.26%,11,2:01,2023,Comprehensive MCO
"New Mexico",Bernalillo,"Presbyterian Hp","Prenatal Ob/Gyn","1,462","24,987",265,5.85%,11,6:01,2023,Comprehensive MCO
"New Mexico",Bernalillo,Bcbs,"Prenatal Ob/Gyn","1,012","16,701",246,6.06%,8,5:01,2023,Comprehensive MCO
"New Mexico",Bernalillo,"Western Sky Community Care","Prenatal Ob/Gyn",340,"5,890",225,5.77%,9,2:01,2024,Comprehensive MCO
"New Mexico",Bernalillo,"United Healthcare","Prenatal Ob/Gyn",66,"2,947",113,2.24%,4,1:02,2024,Comprehensive MCO
"New Mexico",Bernalillo,"Presbyterian Hp","Prenatal Ob/Gyn","2,704","32,971",275,8.20%,9,10:01,2024,Comprehensive MCO
"New Mexico",Bernalillo,Molina,"Prenatal Ob/Gyn",120,"2,912",181,4.12%,7,1:02,2024,Comprehensive MCO
"New Mexico",Bernalillo,Bcbs,"Prenatal Ob/Gyn","1,799","22,533",259,7.98%,9,7:01,2024,Comprehensive MCO
"New Mexico",Catron,"Western Sky Community Care","Prenatal Ob/Gyn",*,*,0,0.00%,,*,2020,Comprehensive MCO
"New Mexico",Catron,"Presbyterian Hp","Prenatal Ob/Gyn",*,*,0,3.03%,10,*,2020,Comprehensive MCO
"New Mexico",Catron,Bcbs,"Prenatal Ob/Gyn",*,*,0,0.00%,,*,2020,Comprehensive MCO
"New Mexico",Catron,"Western Sky Community Care","Prenatal Ob/Gyn",*,*,0,33.33%,22,*,2021,Comprehensive MCO
"New Mexico",Catron,"Presbyterian Hp","Prenatal Ob/Gyn",*,*,0,2.56%,1,*,2021,Comprehensive MCO
"New Mexico",Catron,Bcbs,"Prenatal Ob/Gyn",*,*,0,0.00%,,*,2021,Comprehensive MCO
"New Mexico",Catron,"Western Sky Community Care","Prenatal Ob/Gyn",*,*,0,0.00%,,*,2022,Comprehensive MCO
"New Mexico",Catron,"Presbyterian Hp","Prenatal Ob/Gyn",*,*,0,4.88%,9,*,2022,Comprehensive MCO
"New Mexico",Catron,Bcbs,"Prenatal Ob/Gyn",*,*,0,0.00%,,*,2022,Comprehensive MCO
"New Mexico",Catron,"Western Sky Community Care","Prenatal Ob/Gyn",*,*,0,0.00%,,*,2023,Comprehensive MCO
"New Mexico",Catron,"Presbyterian Hp","Prenatal Ob/Gyn",*,*,0,12.82%,10,*,2023,Comprehensive MCO
"New Mexico",Catron,Bcbs,"Prenatal Ob/Gyn",*,*,0,0.00%,,*,2023,Comprehensive MCO
"New Mexico",Catron,"Western Sky Community Care","Prenatal Ob/Gyn",*,*,0,0.00%,,*,2024,Comprehensive MCO
"New Mexico",Catron,"United Healthcare","Prenatal Ob/Gyn",*,*,0,0.00%,,*,2024,Comprehensive MCO
"New Mexico",Catron,"Presbyterian Hp","Prenatal Ob/Gyn",*,*,0,5.26%,15,*,2024,Comprehensive MCO
"New Mexico",Catron,Molina,"Prenatal Ob/Gyn",*,*,0,0.00%,,*,2024,Comprehensive MCO
"New Mexico",Catron,Bcbs,"Prenatal Ob/Gyn",*,*,0,18.18%,2,*,2024,Comprehensive MCO
"New Mexico",Chaves,"Western Sky Community Care","Prenatal Ob/Gyn",33,384,12,8.59%,6,3:01,2020,Comprehensive MCO
"New Mexico",Chaves,"Presbyterian Hp","Prenatal Ob/Gyn",71,"1,005",13,7.06%,7,6:01,2020,Comprehensive MCO
"New Mexico",Chaves,Bcbs,"Prenatal Ob/Gyn",125,"1,223",13,10.22%,8,10:01,2020,Comprehensive MCO
"New Mexico",Chaves,"Western Sky Community Care","Prenatal Ob/Gyn",43,471,12,9.13%,6,4:01,2021,Comprehensive MCO
"New Mexico",Chaves,"Presbyterian Hp","Prenatal Ob/Gyn",88,"1,222",13,7.20%,8,7:01,2021,Comprehensive MCO
"New Mexico",Chaves,Bcbs,"Prenatal Ob/Gyn",123,"1,524",13,8.07%,9,10:01,2021,Comprehensive MCO
"New Mexico",Chaves,"Western Sky Community Care","Prenatal Ob/Gyn",53,595,14,8.91%,12,4:01,2022,Comprehensive MCO
"New Mexico",Chaves,"Presbyterian Hp","Prenatal Ob/Gyn",112,"1,514",14,7.40%,12,8:01,2022,Comprehensive MCO
"New Mexico",Chaves,Bcbs,"Prenatal Ob/Gyn",139,"1,950",14,7.13%,10,10:01,2022,Comprehensive MCO
"New Mexico",Chaves,"Western Sky Community Care","Prenatal Ob/Gyn",81,899,15,9.01%,12,6:01,2023,Comprehensive MCO
"New Mexico",Chaves,"Presbyterian Hp","Prenatal Ob/Gyn",131,"1,992",16,6.58%,12,9:01,2023,Comprehensive MCO
"New Mexico",Chaves,Bcbs,"Prenatal Ob/Gyn",238,"2,602",16,9.15%,7,15:01,2023,Comprehensive MCO
"New Mexico",Chaves,"Western Sky Community Care","Prenatal Ob/Gyn",93,"1,140",12,8.16%,10,8:01,2024,Comprehensive MCO
"New Mexico",Chaves,"United Healthcare","Prenatal Ob/Gyn",17,448,10,3.79%,3,2:01,2024,Comprehensive MCO
"New Mexico",Chaves,"Presbyterian Hp","Prenatal Ob/Gyn",279,"2,916",18,9.57%,9,16:01,2024,Comprehensive MCO
"New Mexico",Chaves,Molina,"Prenatal Ob/Gyn",22,570,13,3.86%,6,2:01,2024,Comprehensive MCO
"New Mexico",Chaves,Bcbs,"Prenatal Ob/Gyn",436,"4,020",17,10.85%,7,26:01:00,2024,Comprehensive MCO
"New Mexico",Cibola,Bcbs,"Prenatal Ob/Gyn",*,*,3,5.76%,3,*,2020,Comprehensive MCO
"New Mexico",Cibola,"Western Sky Community Care","Prenatal Ob/Gyn",*,*,3,5.00%,13,*,2020,Comprehensive MCO
"New Mexico",Cibola,"Presbyterian Hp","Prenatal Ob/Gyn",26,404,4,6.44%,6,7:01,2020,Comprehensive MCO
"New Mexico",Cibola,"Presbyterian Hp","Prenatal Ob/Gyn",25,538,4,4.65%,8,7:01,2021,Comprehensive MCO
"New Mexico",Cibola,"Western Sky Community Care","Prenatal Ob/Gyn",*,*,3,3.85%,3,*,2021,Comprehensive MCO
"New Mexico",Cibola,Bcbs,"Prenatal Ob/Gyn",*,*,3,7.35%,7,*,2021,Comprehensive MCO
"New Mexico",Cibola,Bcbs,"Prenatal Ob/Gyn",*,*,4,7.65%,4,*,2022,Comprehensive MCO
"New Mexico",Cibola,"Presbyterian Hp","Prenatal Ob/Gyn",45,737,4,6.11%,6,12:01,2022,Comprehensive MCO
"New Mexico",Cibola,"Western Sky Community Care","Prenatal Ob/Gyn",*,*,4,5.56%,5,*,2022,Comprehensive MCO
"New Mexico",Cibola,"Western Sky Community Care","Prenatal Ob/Gyn",*,*,2,6.36%,11,*,2023,Comprehensive MCO
"New Mexico",Cibola,"Presbyterian Hp","Prenatal Ob/Gyn",76,"1,062",2,7.16%,8,38:01:00,2023,Comprehensive MCO
"New Mexico",Cibola,Bcbs,"Prenatal Ob/Gyn",*,*,2,5.50%,5,*,2023,Comprehensive MCO
"New Mexico",Cibola,Bcbs,"Prenatal Ob/Gyn",55,720,3,7.64%,7,19:01,2024,Comprehensive MCO
"New Mexico",Cibola,Molina,"Prenatal Ob/Gyn",*,*,2,5.26%,3,*,2024,Comprehensive MCO
"New Mexico",Cibola,"United Healthcare","Prenatal Ob/Gyn",*,*,0,4.92%,1,*,2024,Comprehensive MCO
"New Mexico",Cibola,"Presbyterian Hp","Prenatal Ob/Gyn",134,"1,540",3,8.70%,6,45:01:00,2024,Comprehensive MCO
"New Mexico",Cibola,"Western Sky Community Care","Prenatal Ob/Gyn",*,*,2,9.17%,7,*,2024,Comprehensive MCO
"New Mexico",Colfax,Bcbs,"Prenatal Ob/Gyn",*,*,2,8.59%,6,*,2020,Comprehensive MCO
"New Mexico",Colfax,"Presbyterian Hp","Prenatal Ob/Gyn",23,263,2,8.75%,8,12:01,2020,Comprehensive MCO
"New Mexico",Colfax,"Western Sky Community Care","Prenatal Ob/Gyn",*,*,2,9.30%,6,*,2020,Comprehensive MCO
"New Mexico",Colfax,"Western Sky Community Care","Prenatal Ob/Gyn",*,*,2,8.00%,6,*,2021,Comprehensive MCO
"New Mexico",Colfax,Bcbs,"Prenatal Ob/Gyn",*,*,2,6.70%,3,*,2021,Comprehensive MCO
"New Mexico",Colfax,"Presbyterian Hp","Prenatal Ob/Gyn",27,303,2,8.91%,6,14:01,2021,Comprehensive MCO
"New Mexico",Colfax,"Western Sky Community Care","Prenatal Ob/Gyn",*,*,2,10.77%,6,*,2022,Comprehensive MCO
"New Mexico",Colfax,"Presbyterian Hp","Prenatal Ob/Gyn",31,384,2,8.07%,5,16:01,2022,Comprehensive MCO
"New Mexico",Colfax,Bcbs,"Prenatal Ob/Gyn",*,*,2,6.56%,4,*,2022,Comprehensive MCO
"New Mexico",Colfax,"Presbyterian Hp","Prenatal Ob/Gyn",*,*,2,6.27%,3,*,2023,Comprehensive MCO
"New Mexico",Colfax,Bcbs,"Prenatal Ob/Gyn",35,356,2,9.83%,5,18:01,2023,Comprehensive MCO
"New Mexico",Colfax,"Western Sky Community Care","Prenatal Ob/Gyn",*,*,2,8.74%,4,*,2023,Comprehensive MCO
"New Mexico",Colfax,"United Healthcare","Prenatal Ob/Gyn",*,*,1,3.85%,2,*,2024,Comprehensive MCO
"New Mexico",Colfax,Bcbs,"Prenatal Ob/Gyn",46,506,2,9.09%,4,23:01,2024,Comprehensive MCO
"New Mexico",Colfax,Molina,"Prenatal Ob/Gyn",*,*,0,0.00%,,*,2024,Comprehensive MCO
"New Mexico",Colfax,"Presbyterian Hp","Prenatal Ob/Gyn",57,691,2,8.25%,4,29:01:00,2024,Comprehensive MCO
"New Mexico",Colfax,"Western Sky Community Care","Prenatal Ob/Gyn",*,*,1,1.72%,4,*,2024,Comprehensive MCO
"New Mexico",Curry,Bcbs,"Prenatal Ob/Gyn",98,909,7,10.78%,4,14:01,2020,Comprehensive MCO
"New Mexico",Curry,"Presbyterian Hp","Prenatal Ob/Gyn",67,954,7,7.02%,7,10:01,2020,Comprehensive MCO
"New Mexico",Curry,"Western Sky Community Care","Prenatal Ob/Gyn",22,254,7,8.66%,5,4:01,2020,Comprehensive MCO
"New Mexico",Curry,"Western Sky Community Care","Prenatal Ob/Gyn",25,326,5,7.67%,6,5:01,2021,Comprehensive MCO
"New Mexico",Curry,Bcbs,"Prenatal Ob/Gyn",100,"1,145",6,8.73%,4,17:01,2021,Comprehensive MCO
"New Mexico",Curry,"Presbyterian Hp","Prenatal Ob/Gyn",97,"1,208",5,8.03%,7,20:01,2021,Comprehensive MCO
"New Mexico",Curry,"Western Sky Community Care","Prenatal Ob/Gyn",32,453,10,7.06%,8,4:01,2022,Comprehensive MCO
"New Mexico",Curry,"Presbyterian Hp","Prenatal Ob/Gyn",84,"1,581",10,5.31%,7,9:01,2022,Comprehensive MCO
"New Mexico",Curry,Bcbs,"Prenatal Ob/Gyn",107,"1,518",10,7.05%,5,11:01,2022,Comprehensive MCO
"New Mexico",Curry,"Western Sky Community Care","Prenatal Ob/Gyn",52,708,16,7.34%,10,4:01,2023,Comprehensive MCO
"New Mexico",Curry,"Presbyterian Hp","Prenatal Ob/Gyn",145,"2,151",16,6.74%,7,10:01,2023,Comprehensive MCO
"New Mexico",Curry,Bcbs,"Prenatal Ob/Gyn",148,"2,040",16,7.25%,5,10:01,2023,Comprehensive MCO
"New Mexico",Curry,"Western Sky Community Care","Prenatal Ob/Gyn",49,935,11,5.24%,10,5:01,2024,Comprehensive MCO
"New Mexico",Curry,"United Healthcare","Prenatal Ob/Gyn",*,*,8,3.03%,4,*,2024,Comprehensive MCO
"New Mexico",Curry,"Presbyterian Hp","Prenatal Ob/Gyn",280,"3,209",13,8.73%,6,22:01,2024,Comprehensive MCO
"New Mexico",Curry,Bcbs,"Prenatal Ob/Gyn",275,"3,134",13,8.77%,5,22:01,2024,Comprehensive MCO
"New Mexico",Curry,Molina,"Prenatal Ob/Gyn",12,481,7,2.49%,3,2:01,2024,Comprehensive MCO
"New Mexico","De Baca",Bcbs,"Prenatal Ob/Gyn",*,*,0,0.00%,,*,2020,Comprehensive MCO
"New Mexico","De Baca","Presbyterian Hp","Prenatal Ob/Gyn",*,*,0,9.09%,5,*,2020,Comprehensive MCO
"New Mexico","De Baca","Western Sky Community Care","Prenatal Ob/Gyn",*,*,0,0.00%,,*,2020,Comprehensive MCO
"New Mexico","De Baca",Bcbs,"Prenatal Ob/Gyn",*,*,0,7.14%,2,*,2021,Comprehensive MCO
"New Mexico","De Baca","Western Sky Community Care","Prenatal Ob/Gyn",*,*,0,0.00%,,*,2021,Comprehensive MCO
"New Mexico","De Baca","Presbyterian Hp","Prenatal Ob/Gyn",*,*,0,0.00%,,*,2021,Comprehensive MCO
"New Mexico","De Baca","Western Sky Community Care","Prenatal Ob/Gyn",*,*,0,0.00%,,*,2022,Comprehensive MCO
"New Mexico","De Baca","Presbyterian Hp","Prenatal Ob/Gyn",*,*,0,14.29%,11,*,2022,Comprehensive MCO
"New Mexico","De Baca",Bcbs,"Prenatal Ob/Gyn",*,*,0,6.25%,6,*,2022,Comprehensive MCO
"New Mexico","De Baca","Western Sky Community Care","Prenatal Ob/Gyn",*,*,0,0.00%,,*,2023,Comprehensive MCO
"New Mexico","De Baca",Bcbs,"Prenatal Ob/Gyn",*,*,0,4.76%,14,*,2023,Comprehensive MCO
"New Mexico","De Baca","Presbyterian Hp","Prenatal Ob/Gyn",*,*,0,9.26%,5,*,2023,Comprehensive MCO
"New Mexico","De Baca","Presbyterian Hp","Prenatal Ob/Gyn",*,*,0,8.70%,7,*,2024,Comprehensive MCO
"New Mexico","De Baca","United Healthcare","Prenatal Ob/Gyn",*,*,0,0.00%,,*,2024,Comprehensive MCO
"New Mexico","De Baca",Bcbs,"Prenatal Ob/Gyn",*,*,0,3.45%,6,*,2024,Comprehensive MCO
"New Mexico","De Baca",Molina,"Prenatal Ob/Gyn",*,*,0,0.00%,,*,2024,Comprehensive MCO
"New Mexico","De Baca","Western Sky Community Care","Prenatal Ob/Gyn",*,*,0,0.00%,,*,2024,Comprehensive MCO
"New Mexico","Doña Ana","Western Sky Community Care","Prenatal Ob/Gyn",117,"1,579",34,7.41%,8,4:01,2020,Comprehensive MCO
"New Mexico","Doña Ana","Presbyterian Hp","Prenatal Ob/Gyn",384,"5,114",38,7.51%,7,11:01,2020,Comprehensive MCO
"New Mexico","Doña Ana",Bcbs,"Prenatal Ob/Gyn",375,"4,391",38,8.54%,7,10:01,2020,Comprehensive MCO
"New Mexico","Doña Ana","Presbyterian Hp","Prenatal Ob/Gyn",448,"6,117",45,7.32%,10,10:01,2021,Comprehensive MCO
"New Mexico","Doña Ana","Western Sky Community Care","Prenatal Ob/Gyn",144,"1,979",42,7.28%,9,4:01,2021,Comprehensive MCO
"New Mexico","Doña Ana",Bcbs,"Prenatal Ob/Gyn",482,"5,537",43,8.71%,9,12:01,2021,Comprehensive MCO
"New Mexico","Doña Ana","Presbyterian Hp","Prenatal Ob/Gyn",585,"7,604",49,7.69%,12,12:01,2022,Comprehensive MCO
"New Mexico","Doña Ana","Western Sky Community Care","Prenatal Ob/Gyn",190,"2,646",46,7.18%,13,5:01,2022,Comprehensive MCO
"New Mexico","Doña Ana",Bcbs,"Prenatal Ob/Gyn",605,"7,006",47,8.64%,10,13:01,2022,Comprehensive MCO
"New Mexico","Doña Ana","Western Sky Community Care","Prenatal Ob/Gyn",269,"3,641",44,7.39%,16,7:01,2023,Comprehensive MCO
"New Mexico","Doña Ana",Bcbs,"Prenatal Ob/Gyn",677,"8,988",46,7.53%,15,15:01,2023,Comprehensive MCO
"New Mexico","Doña Ana","Presbyterian Hp","Prenatal Ob/Gyn",734,"9,385",47,7.82%,15,16:01,2023,Comprehensive MCO
"New Mexico","Doña Ana",Molina,"Prenatal Ob/Gyn",88,"2,226",30,3.95%,9,3:01,2024,Comprehensive MCO
"New Mexico","Doña Ana","Western Sky Community Care","Prenatal Ob/Gyn",318,"4,432",36,7.18%,11,9:01,2024,Comprehensive MCO
"New Mexico","Doña Ana","United Healthcare","Prenatal Ob/Gyn",74,"1,703",33,4.35%,5,3:01,2024,Comprehensive MCO
"New Mexico","Doña Ana","Presbyterian Hp","Prenatal Ob/Gyn","1,195","13,204",43,9.05%,13,28:01:00,2024,Comprehensive MCO
"New Mexico","Doña Ana",Bcbs,"Prenatal Ob/Gyn","1,186","13,024",45,9.11%,14,27:01:00,2024,Comprehensive MCO
"New Mexico",Eddy,"Western Sky Community Care","Prenatal Ob/Gyn",27,324,7,8.33%,4,4:01,2020,Comprehensive MCO
"New Mexico",Eddy,"Presbyterian Hp","Prenatal Ob/Gyn",71,761,7,9.33%,4,11:01,2020,Comprehensive MCO
"New Mexico",Eddy,Bcbs,"Prenatal Ob/Gyn",119,952,7,12.50%,5,17:01,2020,Comprehensive MCO
"New Mexico",Eddy,"Western Sky Community Care","Prenatal Ob/Gyn",39,390,12,10.00%,13,4:01,2021,Comprehensive MCO
"New Mexico",Eddy,"Presbyterian Hp","Prenatal Ob/Gyn",66,920,12,7.17%,9,6:01,2021,Comprehensive MCO
"New Mexico",Eddy,Bcbs,"Prenatal Ob/Gyn",136,"1,231",13,11.05%,9,11:01,2021,Comprehensive MCO
"New Mexico",Eddy,"Western Sky Community Care","Prenatal Ob/Gyn",67,548,8,12.23%,14,9:01,2022,Comprehensive MCO
"New Mexico",Eddy,"Presbyterian Hp","Prenatal Ob/Gyn",101,"1,177",10,8.58%,11,11:01,2022,Comprehensive MCO
"New Mexico",Eddy,Bcbs,"Prenatal Ob/Gyn",163,"1,550",10,10.52%,10,17:01,2022,Comprehensive MCO
"New Mexico",Eddy,"Western Sky Community Care","Prenatal Ob/Gyn",82,813,13,10.09%,9,7:01,2023,Comprehensive MCO
"New Mexico",Eddy,"Presbyterian Hp","Prenatal Ob/Gyn",161,"1,636",14,9.84%,14,12:01,2023,Comprehensive MCO
"New Mexico",Eddy,Bcbs,"Prenatal Ob/Gyn",209,"2,106",14,9.92%,8,15:01,2023,Comprehensive MCO
"New Mexico",Eddy,"Western Sky Community Care","Prenatal Ob/Gyn",100,"1,069",7,9.35%,8,15:01,2024,Comprehensive MCO
"New Mexico",Eddy,"United Healthcare","Prenatal Ob/Gyn",32,446,10,7.17%,3,4:01,2024,Comprehensive MCO
"New Mexico",Eddy,"Presbyterian Hp","Prenatal Ob/Gyn",238,"2,292",10,10.38%,14,24:01:00,2024,Comprehensive MCO
"New Mexico",Eddy,Bcbs,"Prenatal Ob/Gyn",395,"3,210",10,12.31%,9,40:01:00,2024,Comprehensive MCO
"New Mexico",Eddy,Molina,"Prenatal Ob/Gyn",45,534,9,8.43%,9,5:01,2024,Comprehensive MCO
"New Mexico",Grant,"Western Sky Community Care","Prenatal Ob/Gyn",*,*,6,9.26%,14,*,2020,Comprehensive MCO
"New Mexico",Grant,Bcbs,"Prenatal Ob/Gyn",40,495,6,8.08%,4,7:01,2020,Comprehensive MCO
"New Mexico",Grant,"Presbyterian Hp","Prenatal Ob/Gyn",*,*,6,6.22%,5,*,2020,Comprehensive MCO
"New Mexico",Grant,"Western Sky Community Care","Prenatal Ob/Gyn",*,*,6,4.83%,4,*,2021,Comprehensive MCO
"New Mexico",Grant,"Presbyterian Hp","Prenatal Ob/Gyn",*,*,7,5.58%,5,*,2021,Comprehensive MCO
"New Mexico",Grant,Bcbs,"Prenatal Ob/Gyn",39,639,7,6.10%,3,6:01,2021,Comprehensive MCO
"New Mexico",Grant,"Presbyterian Hp","Prenatal Ob/Gyn",27,556,6,4.86%,6,5:01,2022,Comprehensive MCO
